De_CodFolha,De_DescFolha,De_CodEvento,De_DescEvento,De_TipoEvento,DataUltimaUtilizacao,Para_CodFolha,Para_DescFolha,Para_CodEvento,Para_DescEvento,Pred_Para_CodFolha,Pred_Para_DescFolha,Pred_Para_CodEvento,Pred_Para_DescEvento
5,RESCISAO,25285,IND MEDIA COMISSAO = PADRAO CLT,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25285,IND MEDIA COMISSAO = PADRAO CLT,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25285,IND MEDIA COMISSAO = PADRAO CLT,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25285,IND MEDIA COMISSAO = PADRAO CLT,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25285,IND MEDIA COMISSAO = PADRAO CLT,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
10,MENSAL PRO-LABORE/DIRETOR,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202306,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
2,FERIAS 1 OCORRENCIA NO MES,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
3,ADIANTAMENTO 13 SALARIO,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202211,,,,,4.0,13 SALARIO,11401.0,BASE MED HX NOT STS 13º SAL
301,RET I MENSAL TOTALIZADORA,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202209,,,,,39.0,ACORDO TRABALHISTA,11401.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,11401.0,BASE MED HX NOT STS 13º SAL
5,RESCISAO,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
81,RESCISAO PRO LABORE,25310,IND MEDIA PR GR AD = PADRAO CLT,R,202302,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25482,TOTAL MEDIA HORAS CLT FERIAS,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25482,TOTAL MEDIA HORAS CLT FERIAS,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25482,TOTAL MEDIA HORAS CLT FERIAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25482,TOTAL MEDIA HORAS CLT FERIAS,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25482,TOTAL MEDIA HORAS CLT FERIAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25485,TOTAL MEDIA HORAS CLT FERIAS PROP,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
5,RESCISAO,25486,TOTAL MEDIA HORAS CLT FERIAS VENC,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
8,RESCISAO COMP FORA DO MES,25486,TOTAL MEDIA HORAS CLT FERIAS VENC,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25486,TOTAL MEDIA HORAS CLT FERIAS VENC,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
3,ADIANTAMENTO 13 SALARIO,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202211,,,,,4.0,13 SALARIO,11401.0,BASE MED HX NOT STS 13º SAL
302,RET I MENSAL RETIFICADORA I,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,11401.0,BASE MED HX NOT STS 13º SAL
5,RESCISAO,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25487,TOTAL MEDIA HORAS CLT 13º SALARIO,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25490,TOTAL MEDIA HORAS CLT AVISO PREVIO,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25490,TOTAL MEDIA HORAS CLT AVISO PREVIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25490,TOTAL MEDIA HORAS CLT AVISO PREVIO,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25490,TOTAL MEDIA HORAS CLT AVISO PREVIO,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25490,TOTAL MEDIA HORAS CLT AVISO PREVIO,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25491,TOTAL MEDIA HORAS CLT AFASTAMENTO,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25491,TOTAL MEDIA HORAS CLT AFASTAMENTO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25500,BUSCA BASE INSS FERIAS,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25500,BUSCA BASE INSS FERIAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
2,FERIAS 1 OCORRENCIA NO MES,25507,RES ABONO PEC MES I,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25510,RES MEDIA ABONO PEC MES I,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25515,RES ABONO PEC MES SEG I,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25516,RES MEDIA ABONO PEC MES SEG I,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25536,BUSCA DIAS TOTAL AB PEC 1 OCOR MES ANT,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25541,BUSCA DIAS TOTAL AB PEC 1 OCOR MES,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25541,BUSCA DIAS TOTAL AB PEC 1 OCOR MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25542,BUSCA DIAS TOTAL FERIAS I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
502,RET I RESCISAO RETIFICADORA,25542,BUSCA DIAS TOTAL FERIAS I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25546,BUSCA DIAS TOTAL FERIAS I MES ANT,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25551,BUSCA FERIAS MES I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25552,BUSCA MEDIA DE FERIAS MES I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25565,BUSCA FERIAS MES SEGUINTE I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25566,BUSCA MEDIA FERIAS MES SEGUINTE I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
302,RET I MENSAL RETIFICADORA I,25567,INDICADOR BUSCA FERIAS MES SEGUINTE I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25581,BUSCA NUM DIAS FERIAS MES I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25581,BUSCA NUM DIAS FERIAS MES I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
6,ADIANTAMENTO QUINZENAL,25581,BUSCA NUM DIAS FERIAS MES I,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25582,BUSCA NUM DIAS FER MES SEG I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25582,BUSCA NUM DIAS FER MES SEG I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25582,BUSCA NUM DIAS FER MES SEG I,R,202205,,,,,5.0,RESCISAO,27411.0,BASE MED DSR HRS SOBRE AVISO
6,ADIANTAMENTO QUINZENAL,25582,BUSCA NUM DIAS FER MES SEG I,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25595,INDICADOR DE 2 OCOR FER MES,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25595,INDICADOR DE 2 OCOR FER MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25600,INDICADOR FERIAS VENCIDAS,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25600,INDICADOR FERIAS VENCIDAS,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25600,INDICADOR FERIAS VENCIDAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25600,INDICADOR FERIAS VENCIDAS,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25600,INDICADOR FERIAS VENCIDAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,25600,INDICADOR FERIAS VENCIDAS,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25600,INDICADOR FERIAS VENCIDAS,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25602,BUSCA ABONO PECUNIARIO MES I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25602,BUSCA ABONO PECUNIARIO MES I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25605,BUSCA MEDIA ABONO PECUNIARIO MES I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25605,BUSCA MEDIA ABONO PECUNIARIO MES I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
2,FERIAS 1 OCORRENCIA NO MES,25616,VALIDA PAGTO FERIAS ULT OCORR,R,202305,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25617,VALIDA PAGTO FERIAS 1 OCORR,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25620,BUSCA IRRF FERIAS MES 1,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25620,BUSCA IRRF FERIAS MES 1,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25621,BUSCA IRRF FERIAS MES 2,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25621,BUSCA IRRF FERIAS MES 2,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25621,BUSCA IRRF FERIAS MES 2,R,202205,,,,,5.0,RESCISAO,27411.0,BASE MED DSR HRS SOBRE AVISO
1,MENSAL,25625,BUSCA INSS FERIAS I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25625,BUSCA INSS FERIAS I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25626,BUSCA INSS FERIAS II,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25626,BUSCA INSS FERIAS II,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25626,BUSCA INSS FERIAS II,R,202205,,,,,5.0,RESCISAO,27411.0,BASE MED DSR HRS SOBRE AVISO
1,MENSAL,25632,BUSCA FERIAS MES SEG.I (CALC M SEG),R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25632,BUSCA FERIAS MES SEG.I (CALC M SEG),R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25632,BUSCA FERIAS MES SEG.I (CALC M SEG),R,202205,,,,,5.0,RESCISAO,27411.0,BASE MED DSR HRS SOBRE AVISO
1,MENSAL,25635,BUSCA MEDIA FERIAS MES SEG.(CALC M SEG),R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25635,BUSCA MEDIA FERIAS MES SEG.(CALC M SEG),R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25640,RES AUX RECALC ABONO PEC INTEGRAL 1 OC,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25640,RES AUX RECALC ABONO PEC INTEGRAL 1 OC,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25642,RES AUX REC MED ABONO PEC INTEGRAL 1 OC,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25642,RES AUX REC MED ABONO PEC INTEGRAL 1 OC,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
2,FERIAS 1 OCORRENCIA NO MES,25651,IND PG FERIAS 1º OCOR NO MES,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25661,INSS FERIAS MES,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25662,INSS FERIAS MES SEGUINTE,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25667,IRRF FERIAS MES 1,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25670,IRRF FERIAS MES 2,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25672,RES QUANT DIAS FERIAS MES,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25672,RES QUANT DIAS FERIAS MES,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25672,RES QUANT DIAS FERIAS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25672,RES QUANT DIAS FERIAS MES,R,202205,,,,,5.0,RESCISAO,27411.0,BASE MED DSR HRS SOBRE AVISO
6,ADIANTAMENTO QUINZENAL,25672,RES QUANT DIAS FERIAS MES,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25675,NUM DIAS FERIAS MES I AUX,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25675,NUM DIAS FERIAS MES I AUX,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25675,NUM DIAS FERIAS MES I AUX,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
6,ADIANTAMENTO QUINZENAL,25675,NUM DIAS FERIAS MES I AUX,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25677,NUM DIAS FERIAS TOTAL II AUX,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25677,NUM DIAS FERIAS TOTAL II AUX,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25682,NUM MESES FERIAS PROPORCIONAIS AUX,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25686,NUM DIAS DIREITO FER PROP,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25686,NUM DIAS DIREITO FER PROP,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25686,NUM DIAS DIREITO FER PROP,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25686,NUM DIAS DIREITO FER PROP,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25686,NUM DIAS DIREITO FER PROP,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,25686,NUM DIAS DIREITO FER PROP,R,202303,,,,,39.0,ACORDO TRABALHISTA,27441.0,#N/D
8,RESCISAO COMP FORA DO MES,25686,NUM DIAS DIREITO FER PROP,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25686,NUM DIAS DIREITO FER PROP,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25687,NUM DIAS FERIAS GOZADAS,R,202210,,,,,1.0,MENSAL,11401.0,BASE MEDIA FERIAS
2,FERIAS 1 OCORRENCIA NO MES,25687,NUM DIAS FERIAS GOZADAS,R,202210,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,11401.0,BASE MED HX NOT STS 13º SAL
1,MENSAL,25691,NUM DIAS FERIAS TOTAL I,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25691,NUM DIAS FERIAS TOTAL I,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25691,NUM DIAS FERIAS TOTAL I,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
6,ADIANTAMENTO QUINZENAL,25691,NUM DIAS FERIAS TOTAL I,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,27441.0,AGENTE NOCIVO COMP
1,MENSAL,25697,NUM FERIAS VENCIDAS,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25697,NUM FERIAS VENCIDAS,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25697,NUM FERIAS VENCIDAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25697,NUM FERIAS VENCIDAS,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25697,NUM FERIAS VENCIDAS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,25697,NUM FERIAS VENCIDAS,R,202206,,,,,39.0,ACORDO TRABALHISTA,27411.0,#N/D
80,RESCISAO COMP FM DISSIDIO,25697,NUM FERIAS VENCIDAS,R,202207,,,,,39.0,ACORDO TRABALHISTA,27411.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS,R,202306,,,,,1.0,MENSAL,27441.0,AGENTE NOCIVO COMP
2,FERIAS 1 OCORRENCIA NO MES,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,27441.0,AGENTE NOCIVO COMP
302,RET I MENSAL RETIFICADORA I,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS,R,202306,,,,,5.0,RESCISAO,27441.0,AGENTE NOCIVO COMP
502,RET I RESCISAO RETIFICADORA,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS,R,202304,,,,,39.0,ACORDO TRABALHISTA,27441.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
